id,ip,country,port,root_folders,date_added
533,84.24.222.64,NL,443,"Documents,Movies,Music,Pictures","2014-04-25 00:41:16"
534,82.75.165.71,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:16"
535,213.93.185.68,NL,443,"Aeon,Backups,Documents,Movies,Music,Pictures,TV,Video","2014-04-25 00:41:16"
536,92.108.140.199,NL,443,"Backups,Documents,Pictures,QuikTransfer,Software","2014-04-25 00:41:16"
537,87.211.46.142,NL,443,"Backups,Books,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:16"
538,94.213.39.22,NL,443,"Backups,FB,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:16"
539,83.163.222.62,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,stls_userdata,TimeMachine,USB_SAMSUNG_HM100UI_1","2014-04-25 00:41:16"
540,77.251.191.67,NL,443,"Movies,Music","2014-04-25 00:41:16"
541,92.66.101.14,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:16"
542,83.128.160.141,NL,443,"Backups,Documents,Downloads,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:16"
543,84.26.5.169,NL,443,"Backups,Betsy,Documents,Monique,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:16"
544,84.30.66.96,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:16"
545,82.161.251.182,NL,443,"Documents,Movies,Music,Pictures","2014-04-25 00:41:16"
546,94.211.17.94,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:16"
547,62.194.37.108,NL,443,"Movies,Series","2014-04-25 00:41:16"
548,94.214.120.57,NL,443,"Backups,Documents,Download,Movies,Music,Pictures,QuikTransfer,Software,USB_TOSHIBA_MK1234GSX_a_1","2014-04-25 00:41:16"
549,82.161.52.15,NL,443,"algemeen,spronk backup","2014-04-25 00:41:16"
550,84.105.140.23,NL,443,"Andra,Backups,Documents,intocontrol,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:16"
551,84.30.7.206,NL,443,"Movies,Music","2014-04-25 00:41:16"
552,84.25.225.106,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:16"
553,84.29.114.219,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:16"
554,84.24.65.196,NL,443,"Movies,Music","2014-04-25 00:41:16"
555,82.217.67.230,NL,443,"Backups,Documents,HTCCJ,Movies,Music,Pictures,SamsungBianca","2014-04-25 00:41:16"
556,213.46.113.254,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,Videos","2014-04-25 00:41:16"
557,84.106.31.199,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:16"
558,84.25.90.139,NL,443,"Backups,Data,Install,stls_userdata,Torrent,VMware,XFER,ZENworks","2014-04-25 00:41:16"
559,83.161.133.93,NL,443,"Backups,Documents,Movies,Music,Pictures,stls_userdata,TimeMachine","2014-04-25 00:41:16"
560,85.150.216.130,NL,443,Prikbord,"2014-04-25 00:41:16"
561,145.53.14.253,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:16"
562,84.24.211.160,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:16"
563,213.46.146.237,NL,443,"Backups,Documents,Movies,Music,Pictures,torrent","2014-04-25 00:41:16"
564,82.75.84.97,NL,443,"Backups,Documents,Movies,Music,Muziek DVD,Pictures","2014-04-25 00:41:16"
565,31.151.103.184,NL,443,NetwDrive,"2014-04-25 00:41:16"
566,84.29.8.60,NL,443,Documents,"2014-04-25 00:41:16"
567,83.163.8.174,NL,443,Boeken,"2014-04-25 00:41:16"
568,94.210.57.44,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:16"
569,94.210.207.61,NL,443,"Backups,Documents,Movies,Music,p,Pictures","2014-04-25 00:41:16"
570,84.25.37.207,NL,443,"Backups,Documents,Movies,Music,Pictures,Torrent","2014-04-25 00:41:16"
571,62.163.218.148,NL,443,"Backups,Documents,Movies,Music,Pictures,Torrent","2014-04-25 00:41:16"
572,85.151.139.156,NL,443,"Backups,Courses,Documents,Movies,Music,Pictures,TimeMachine,Torrents","2014-04-25 00:41:17"
573,84.28.188.240,NL,443,"Backups,Germaine,Maurice,Movies,Music,Myrthe,Pictures,QuikTransfer,Ryanne,Software,TimeMachine","2014-04-25 00:41:17"
574,89.99.81.193,NL,443,"NAS,toms","2014-04-25 00:41:17"
575,83.83.122.141,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
576,83.87.209.223,NL,443,"Backups,Data,TimeMachine","2014-04-25 00:41:17"
577,82.176.205.36,NL,443,"Backups,data","2014-04-25 00:41:17"
578,83.81.118.233,NL,443,"Applications,Backups,Books,Documents,Movies,Music,Pictures,Series","2014-04-25 00:41:17"
579,87.211.49.159,NL,443,"Backups,Bittorrent,Documents,E,E,Movies,Music,Pictures,QuikTransfer,Software","2014-04-25 00:41:17"
580,84.27.56.203,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
581,80.101.50.109,NL,443,"3D films,Backups,Documents,Jay en Mick,Movies,Music,Muziek DVDs,Pictures,QuikTransfer","2014-04-25 00:41:17"
582,82.74.25.77,NL,443,"3D films,Backups,Documents,Jay en Mick,Movies,Music,Muziek DVDs,Pictures,QuikTransfer","2014-04-25 00:41:17"
583,62.194.33.32,NL,443,"Edinburgh,Upload","2014-04-25 00:41:17"
584,94.208.216.65,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:17"
585,94.215.153.183,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
586,77.248.56.92,NL,443,"Rob Share","2014-04-25 00:41:17"
587,83.81.196.155,NL,443,"Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
588,84.31.38.19,NL,443,"Annelies,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:17"
589,217.122.117.166,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:17"
590,83.86.146.176,NL,443,"Backups,Documents,Movies,Music,Pictures,Tv Shows","2014-04-25 00:41:17"
591,83.82.127.218,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
592,83.128.143.27,NL,443,"Afbeeldingen,Backups,Eigen Films,Muziek,QuikTransfer,Speelfilms,TimeMachine","2014-04-25 00:41:17"
593,83.128.193.65,NL,443,"Bestanden HP,Fotos HP,Mijn Muziek,QuikTransfer","2014-04-25 00:41:17"
594,109.72.36.166,NL,443,"Documents,Games,Movies,Music,Pictures,Software,Youp","2014-04-25 00:41:17"
595,84.30.223.178,NL,443,"Software,Tijdelijke Bestanden","2014-04-25 00:41:17"
596,84.107.21.117,NL,443,"Backups,Documents,Michel,Movies,Music,Pictures","2014-04-25 00:41:17"
597,84.105.104.141,NL,443,"Documents,film,i,michelle,Movies,Music,Pictures,QuikTransfer,voetbal","2014-04-25 00:41:17"
598,94.213.69.175,NL,443,"Apps,Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
599,217.122.148.16,NL,443,"Documents,E_Books,Films,Music,Music_download,Pictures,QuikTransfer,Software","2014-04-25 00:41:17"
600,77.250.249.56,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:17"
601,82.74.140.57,NL,443,"Documents,Movies,Music","2014-04-25 00:41:17"
602,94.214.97.212,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
603,217.122.106.242,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
604,62.194.98.186,NL,443,"Backups,Movies,Music,QuikTransfer,Serie","2014-04-25 00:41:17"
605,37.153.203.194,NL,443,"Backups,Movies,Music,QuikTransfer,Serie","2014-04-25 00:41:17"
606,83.86.220.164,NL,443,"Backups,FADcloud,Pleintje","2014-04-25 00:41:17"
607,212.187.20.96,NL,443,"Backups,Documents,Media,TimeMachine","2014-04-25 00:41:17"
608,84.27.125.136,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:17"
609,62.195.55.9,NL,443,"Backups,Movies,Pictures,TimeMachine","2014-04-25 00:41:17"
610,83.80.195.162,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
611,82.176.232.79,NL,443,"Home_Backups,HOME_DLNA,Home_Documents,Home_Install,Home_iTunes,Home_Movies,Home_Music,Home_Pictures,Home_TimeMachine,hrispens,KennisSpiegel,mrispens,QuikTransfer,srispens,wrispens","2014-04-25 00:41:17"
612,82.176.116.82,NL,443,ChantalLedoux,"2014-04-25 00:41:17"
613,62.45.20.58,NL,443,"Backups,Movies,Music,Windows8backup","2014-04-25 00:41:17"
614,83.81.142.90,NL,443,"Backups,Documents,Harro_share,Movies,Music,TimeMachine","2014-04-25 00:41:17"
615,82.176.25.45,NL,443,"Backups,Documents,Harro_share,Movies,Music,TimeMachine","2014-04-25 00:41:17"
616,217.121.130.28,NL,443,"Backups,Documents,Harro_share,Movies,Music,TimeMachine","2014-04-25 00:41:17"
617,83.85.164.162,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine,Uitwisselmap","2014-04-25 00:41:17"
618,217.121.173.149,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:17"
619,83.80.220.123,NL,443,Documents,"2014-04-25 00:41:17"
620,212.204.184.241,NL,443,Films,"2014-04-25 00:41:17"
621,84.24.163.164,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:17"
622,83.87.209.223,NL,443,"Backups,Data,TimeMachine","2014-04-25 00:41:17"
623,84.26.193.247,NL,443,Openbaar,"2014-04-25 00:41:17"
624,217.121.40.79,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
625,87.212.125.40,NL,443,"Backups,Documents,Fotos,Movies,Music,Pictures,Series,TimeMachine","2014-04-25 00:41:17"
626,83.83.149.182,NL,443,Backups,"2014-04-25 00:41:17"
627,84.30.245.208,NL,443,Music,"2014-04-25 00:41:17"
628,94.208.53.244,NL,443,"Backups,Documents,Jarka,Movies,Music,NFS,Pictures","2014-04-25 00:41:17"
629,89.98.184.162,NL,443,"Cam,Download,Knowledge,Memories,Movies,Music,Public,TimeMachine","2014-04-25 00:41:17"
630,81.71.71.4,NL,443,Download,"2014-04-25 00:41:17"
631,178.84.173.40,NL,443,Download,"2014-04-25 00:41:17"
632,84.107.116.90,NL,443,"Backups,Documents,Games,Movies,Music,Pictures,TimeMachine,Webcam","2014-04-25 00:41:17"
633,84.27.168.203,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
634,84.28.149.205,NL,443,WebHomePage,"2014-04-25 00:41:17"
635,83.87.189.171,NL,443,"amunnik,Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:17"
636,46.129.43.4,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:17"
637,82.95.200.204,NL,443,"Movies,Music,Pictures","2014-04-25 00:41:17"
638,82.95.200.204,NL,443,"Movies,Music,Pictures","2014-04-25 00:41:17"
639,188.142.85.161,NL,443,"Backups,Documents,Movies,Music,myFacebookShare,Pictures","2014-04-25 00:41:17"
640,82.157.159.28,NL,443,Pictures,"2014-04-25 00:41:17"
641,82.176.101.44,NL,443,Pictures,"2014-04-25 00:41:17"
642,84.24.137.219,NL,443,"AART,Backups,Documents,More Music,Movies,Music,Pictures,RIANNE,Software,TimeMachine,ZOOOI","2014-04-25 00:41:17"
643,83.87.27.176,NL,443,"Backups,Documents,Media,Movies,Music,Pictures","2014-04-25 00:41:17"
644,94.208.242.105,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
645,178.84.46.220,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
646,83.82.5.212,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:17"
647,213.73.191.135,NL,443,Torrents,"2014-04-25 00:41:17"
648,84.31.199.147,NL,443,"Backups,Documents,Fotos Prive,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:17"
649,85.150.220.62,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
650,82.139.104.51,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:17"
651,217.122.180.117,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine,toon van wijnen","2014-04-25 00:41:17"
652,83.83.226.128,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine,toon van wijnen","2014-04-25 00:41:17"
653,85.151.237.111,NL,443,Shares,"2014-04-25 00:41:17"
654,84.106.88.90,NL,443,"Documents,Gebr. Kooijman, werkplaats,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:17"
655,83.83.149.182,NL,443,Backups,"2014-04-25 00:41:17"
656,94.212.32.166,NL,443,"Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
657,217.121.176.80,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,Temporary,TimeMachine","2014-04-25 00:41:17"
658,84.107.81.139,NL,443,"Backups,Diversen,Documents,Facebook,Movies,Music,Pictures,TimeMachine,Youtube","2014-04-25 00:41:17"
659,83.87.100.15,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:17"
660,82.72.219.109,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:18"
661,82.75.138.150,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:18"
662,82.197.205.86,NL,443,"Backups,Boere Homepage,Documents,Music,Pictures,Video","2014-04-25 00:41:18"
663,212.123.151.205,NL,443,"Media,Music,Pictures","2014-04-25 00:41:18"
664,94.212.103.9,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:18"
665,84.25.30.90,NL,443,"Backups,Data,Movies,Muziek,Pictures,TimeMachine","2014-04-25 00:41:18"
666,83.83.51.12,NL,443,"Backups,Docu,Documents,Series","2014-04-25 00:41:18"
667,77.248.246.141,NL,443,"Backups,Documents,Games,Movies,Music,Pictures,Software,TimeMachine","2014-04-25 00:41:18"
668,84.24.222.176,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
669,212.187.103.122,NL,443,"Backups,Movies,Music,Pictures,Software","2014-04-25 00:41:18"
670,77.249.143.231,NL,443,"Backups,Movies,Music,Pictures,Software","2014-04-25 00:41:18"
671,82.72.191.104,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
672,80.101.185.25,NL,443,"Backups,Documents,DvD,Movies,Music,Pictures","2014-04-25 00:41:18"
673,94.209.163.94,NL,443,"Movies,X","2014-04-25 00:41:18"
674,24.132.165.101,NL,443,"Movies,X","2014-04-25 00:41:18"
675,145.118.101.95,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer","2014-04-25 00:41:18"
676,90.145.22.221,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:18"
677,77.249.46.252,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:18"
678,94.215.3.121,NL,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:18"
679,86.89.58.141,NL,443,test,"2014-04-25 00:41:18"
680,94.213.109.181,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
681,84.31.139.169,NL,443,"Backups,Documents,Music,Pictures,Scanner","2014-04-25 00:41:18"
682,94.211.238.129,NL,443,"Documents,Movies,Muziek,Pictures,USB 40 GB","2014-04-25 00:41:18"
683,77.250.244.102,NL,443,"Audiobooks,Chula,Documentaires,Downloads,EBooks,Fotos,Leo,Miniseries,Pictures,Softwarebackup,Werkschijf","2014-04-25 00:41:18"
684,82.169.46.120,NL,443,"Backups,Documents,Downloads,KidMovies,Movies,Music,Pictures,WouterMartijnFlorisFilm","2014-04-25 00:41:18"
685,94.215.182.24,NL,443,GEZAMELIJK,"2014-04-25 00:41:18"
686,88.159.83.88,NL,443,"Apps,Firetech,Movies,Music,Pictures,Software","2014-04-25 00:41:18"
687,88.159.194.225,NL,443,"Backups,Documents,Media,Movies,Music,Pictures,Torrent","2014-04-25 00:41:18"
688,77.171.148.45,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
689,80.60.231.58,NL,443,"Music,new_torrents","2014-04-25 00:41:18"
690,84.83.81.161,NL,443,"Documents,Movies,Muziek,Pictures,Telefoon Bart,Torrent","2014-04-25 00:41:18"
691,77.171.176.182,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:18"
692,94.213.109.181,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
693,84.106.47.142,NL,443,"Backups,Documents,Media,Movies,Music,Pictures,Torrent","2014-04-25 00:41:18"
694,80.101.180.226,NL,443,"Music,Pictures","2014-04-25 00:41:18"
695,94.211.119.74,NL,443,"Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
696,37.251.17.119,NL,443,"BBB,Movies,Music,QuikTransfer,USB_ST315003_41AS_a_1","2014-04-25 00:41:18"
697,94.213.69.175,NL,443,"Apps,Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
698,82.95.199.67,NL,443,"AudioBooks,Backups,Documents,eBooks,Movies,Music,Pictures,QuikTransfer,TimeMachine,USB_WD_10EAVS_External_f_1,USB_WD_15EADS_External_h_1,USB_WD_20Ext_HDD_1021_djc_1","2014-04-25 00:41:18"
699,84.28.190.80,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
700,84.27.108.230,NL,80,Downloads,"2014-04-25 00:41:18"
701,95.97.86.170,NL,80,Algemeen,"2014-04-25 00:41:18"
702,84.53.109.134,NL,80,"inge,QuikTransfer,rens","2014-04-25 00:41:18"
703,84.106.180.201,NL,80,"Backups,Disc Images,Documents,Movies,Music,Pictures,Torrents","2014-04-25 00:41:18"
704,46.129.102.7,NL,80,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
705,85.113.249.117,NL,80,Media,"2014-04-25 00:41:18"
706,82.161.254.53,NL,80,"Movies,Music,Pictures","2014-04-25 00:41:18"
707,193.107.220.107,NL,80,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:18"
708,82.217.113.97,NL,80,"I,I","2014-04-25 00:41:18"
709,82.217.113.97,NL,80,"I,I","2014-04-25 00:41:18"
710,94.211.197.200,NL,80,QuikTransfer,"2014-04-25 00:41:18"
711,84.106.221.118,NL,80,QuikTransfer,"2014-04-25 00:41:18"
712,213.73.145.219,NL,80,Shared,"2014-04-25 00:41:18"
713,92.110.120.129,NL,80,QuikTransfer,"2014-04-25 00:41:18"
714,85.150.152.242,NL,80,Referenties,"2014-04-25 00:41:18"
715,94.211.197.200,NL,80,QuikTransfer,"2014-04-25 00:41:18"
716,83.161.158.73,NL,80,Movies,"2014-04-25 00:41:18"
717,80.56.221.192,NL,80,"Backups,Documenten Annemarie,Documenten Erik,Downloads,Films,Fotos,Muziek,Software,Videos","2014-04-25 00:41:18"
718,217.122.102.136,NL,80,"Backups,Documenten Annemarie,Documenten Erik,Downloads,Films,Fotos,Muziek,Software,Videos","2014-04-25 00:41:18"
719,80.56.221.192,NL,80,"Backups,Documenten Annemarie,Documenten Erik,Downloads,Films,Fotos,Muziek,Software,Videos","2014-04-25 00:41:18"
720,82.172.179.50,NL,80,"Backups,Documents,Movies,Music,Pictures,Programmas","2014-04-25 00:41:18"
721,178.84.127.133,NL,80,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
722,82.35.89.71,GB,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:18"
723,62.45.169.144,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
724,174.70.155.128,US,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer","2014-04-25 00:41:18"
725,84.27.143.80,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
726,92.239.42.22,GB,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
727,91.138.81.59,CH,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:18"
728,80.193.41.229,GB,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:19"
729,68.104.115.103,US,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:19"
730,94.210.94.197,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:19"
731,94.210.210.209,NL,443,"Backup nyp,Backups,Documents,Movies,Pictures","2014-04-25 00:41:19"
732,98.246.38.59,US,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:19"
733,68.36.168.20,US,443,"Backups,Documents,Movies,Pictures,QuikTransfer","2014-04-25 00:41:20"
734,173.76.12.86,US,443,"Backups,Documents,Family Photos,Movies,Music,TimeMachine","2014-04-25 00:41:20"
735,92.27.245.247,GB,443,"Shared Volume","2014-04-25 00:41:20"
736,172.248.160.206,US,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:20"
737,85.171.96.234,FR,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:20"
738,84.107.17.164,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:21"
739,96.250.3.12,US,443,"Public Folder,QuikTransfer","2014-04-25 00:41:21"
740,95.7.173.230,TR,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:21"
741,84.73.28.62,CH,443,"CLOUD,Movies,Music","2014-04-25 00:41:21"
742,74.109.230.99,US,443,"Backups,Documents,GIS DATA,Music,Pictures,TimeMachine","2014-04-25 00:41:22"
743,77.58.40.95,CH,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:22"
744,82.32.177.173,GB,443,"Cann Bridge,DropBox,MyMovies","2014-04-25 00:41:22"
745,31.19.236.111,DE,443,Movies,"2014-04-25 00:41:23"
746,74.199.39.236,US,443,"Movies,Pak TV,TV","2014-04-25 00:41:23"
747,100.0.49.122,US,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
748,94.210.240.39,NL,443,"Backups,Documents,films series etc,Music","2014-04-25 00:41:23"
749,62.238.193.19,NL,443,"generaltemp,Music","2014-04-25 00:41:23"
750,71.239.240.216,US,443,"Movies,QuikTransfer,TimeMachine","2014-04-25 00:41:23"
751,83.216.103.33,SE,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:23"
752,76.76.71.4,US,443,"Movies,Music","2014-04-25 00:41:23"
753,24.99.179.93,US,443,"Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
754,82.6.86.191,GB,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine,Videos","2014-04-25 00:41:23"
755,94.210.10.41,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
756,86.31.48.218,GB,443,"Backups,Documents,Jerome,Pictures,Reg,TimeMachine","2014-04-25 00:41:23"
757,68.190.144.219,US,443,"Backups,Button Files,Documents,GrammyJo,MBZSM,Movies,Music,Pictures,shared stuff,Software,USB_Seagate_FA_GoFlex_De_1","2014-04-25 00:41:23"
758,86.136.85.246,GB,80,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
759,87.221.189.136,ES,443,Scan,"2014-04-25 00:41:23"
760,217.123.33.67,NL,443,"Documents,Movies,Music,Pictures,test","2014-04-25 00:41:23"
761,94.198.33.119,RU,443,"kotel,QuikTransfer,qwerty1,qwerty2","2014-04-25 00:41:23"
762,173.57.45.32,US,443,"Backups,Movies","2014-04-25 00:41:23"
763,31.179.226.5,PL,443,"Dokumenty,Filmy,Muzyka,Zdjecia","2014-04-25 00:41:23"
764,82.35.89.71,GB,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:23"
765,62.45.169.144,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
766,76.76.177.153,AI,443,"AXAREDCROSS,DRR Files,Resource Center","2014-04-25 00:41:23"
767,174.70.155.128,US,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer","2014-04-25 00:41:23"
768,84.27.143.80,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
769,92.239.42.22,GB,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
770,24.215.157.62,US,443,"Applications,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
771,91.138.81.59,CH,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
772,80.193.41.229,GB,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:23"
773,94.210.94.197,NL,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
774,94.210.210.209,NL,443,"Backup nyp,Backups,Documents,Movies,Pictures","2014-04-25 00:41:23"
775,98.246.38.59,US,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
776,68.36.168.20,US,443,"Backups,Documents,Movies,Pictures,QuikTransfer","2014-04-25 00:41:23"
777,173.76.12.86,US,443,"Backups,Documents,Family Photos,Movies,Music,TimeMachine","2014-04-25 00:41:23"
778,92.27.245.247,GB,443,"Shared Volume","2014-04-25 00:41:23"
779,172.248.160.206,US,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:23"
780,85.171.96.234,FR,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:23"
781,84.107.17.164,NL,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:23"
782,96.250.3.12,US,443,"Public Folder,QuikTransfer","2014-04-25 00:41:23"
783,95.7.173.230,TR,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine","2014-04-25 00:41:23"
784,84.73.28.62,CH,443,"CLOUD,Movies,Music","2014-04-25 00:41:23"
785,74.109.230.99,US,443,"Backups,Documents,GIS DATA,Music,Pictures,TimeMachine","2014-04-25 00:41:23"
786,118.189.1.109,SG,443,Pictures,"2014-04-25 00:41:23"
787,82.32.177.173,GB,443,"Cann Bridge,DropBox,MyMovies","2014-04-25 00:41:23"
788,31.19.236.111,DE,443,Movies,"2014-04-25 00:41:23"
789,74.199.39.236,US,443,"Movies,Pak TV,TV","2014-04-25 00:41:23"
790,100.0.49.122,US,443,"Backups,Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
791,94.210.240.39,NL,443,"Backups,Documents,films series etc,Music","2014-04-25 00:41:23"
792,62.238.193.19,NL,443,"generaltemp,Music","2014-04-25 00:41:23"
793,71.239.240.216,US,443,"Movies,QuikTransfer,TimeMachine","2014-04-25 00:41:23"
794,83.216.103.33,SE,443,"Backups,Documents,Movies,Music,Pictures,QuikTransfer,TimeMachine","2014-04-25 00:41:23"
795,76.76.71.4,US,443,"Movies,Music","2014-04-25 00:41:23"
796,24.99.179.93,US,443,"Documents,Movies,Music,Pictures","2014-04-25 00:41:23"
797,82.6.86.191,GB,443,"Backups,Documents,Movies,Music,Pictures,TimeMachine,Videos","2014-04-25 00:41:23"
